no, groupNo, randomSeed, numberOfWorkers,maxSolverExecutionTimeInSeconds, processCount, processExecutionTimeMin(ms), processExecutionTimeMax(ms), computerCount, conflictPercentage, timeWeight, solverWallTime(ms), makespan(ms), parallelTimeSum(ms), serialTimeHorizon(ms), solverStatus, speedupFactor, currentTimestamp
24,8,3,-1,-1,100,5,10,3,45,100,1,9,0.232200,271,271.232200,764,possible,2.816775,2025-02-05 14:28:53
25,9,1,-1,-1,150,5,10,3,15,100,1,9,0.168500,376,376.168500,1124,possible,2.988023,2025-02-05 14:28:53
26,9,2,-1,-1,150,5,10,3,15,100,1,9,0.116600,377,377.116600,1128,possible,2.991117,2025-02-05 14:28:53
27,9,3,-1,-1,150,5,10,3,15,100,1,9,0.114200,381,381.114200,1139,possible,2.988606,2025-02-05 14:28:53
28,10,1,-1,-1,150,5,10,3,25,100,1,9,0.187700,378,378.187700,1124,possible,2.972069,2025-02-05 14:28:53
29,10,2,-1,-1,150,5,10,3,25,100,1,9,0.210400,377,377.210400,1128,possible,2.990374,2025-02-05 14:28:53
30,10,3,-1,-1,150,5,10,3,25,100,1,9,0.139900,383,383.139900,1139,possible,2.972804,2025-02-05 14:28:53
31,11,1,-1,-1,150,5,10,3,35,100,1,9,0.190200,378,378.190200,1124,possible,2.972050,2025-02-05 14:28:53
32,11,2,-1,-1,150,5,10,3,35,100,1,9,0.184500,385,385.184500,1128,possible,2.928467,2025-02-05 14:28:53
33,11,3,-1,-1,150,5,10,3,35,100,1,9,0.216600,388,388.216600,1139,possible,2.933929,2025-02-05 14:28:53
34,12,1,-1,-1,150,5,10,3,45,100,1,9,0.267200,392,392.267200,1124,possible,2.865394,2025-02-05 14:28:53
35,12,2,-1,-1,150,5,10,3,45,100,1,9,0.336100,388,388.336100,1128,possible,2.904700,2025-02-05 14:28:53
36,12,3,-1,-1,150,5,10,3,45,100,1,9,0.270400,400,400.270400,1139,possible,2.845576,2025-02-05 14:28:53
37,13,1,-1,-1,200,5,10,3,15,100,1,9,0.155300,505,505.155300,1511,possible,2.991159,2025-02-05 14:28:53
38,13,2,-1,-1,200,5,10,3,15,100,1,9,0.160100,507,507.160100,1507,possible,2.971448,2025-02-05 14:28:53
39,13,3,-1,-1,200,5,10,3,15,100,1,9,0.225800,503,503.225800,1498,possible,2.976795,2025-02-05 14:28:53
40,14,1,-1,-1,200,5,10,3,25,100,1,9,0.191200,507,507.191200,1511,possible,2.979153,2025-02-05 14:28:53
41,14,2,-1,-1,200,5,10,3,25,100,1,9,0.202200,504,504.202200,1507,possible,2.988880,2025-02-05 14:28:53
42,14,3,-1,-1,200,5,10,3,25,100,1,9,0.218900,502,502.218900,1498,possible,2.982763,2025-02-05 14:28:53
43,15,1,-1,-1,200,5,10,3,35,100,1,9,0.257200,514,514.257200,1511,possible,2.938218,2025-02-05 14:28:53
44,15,2,-1,-1,200,5,10,3,35,100,1,9,0.260100,507,507.260100,1507,possible,2.970862,2025-02-05 14:28:53
45,15,3,-1,-1,200,5,10,3,35,100,1,9,0.336100,511,511.336100,1498,possible,2.929580,2025-02-05 14:28:53
46,16,1,-1,-1,200,5,10,3,45,100,1,9,0.396400,530,530.396400,1511,possible,2.848813,2025-02-05 14:28:53
47,16,2,-1,-1,200,5,10,3,45,100,1,9,0.469000,523,523.469000,1507,possible,2.878872,2025-02-05 14:28:53
48,16,3,-1,-1,200,5,10,3,45,100,1,9,0.364600,521,521.364600,1498,possible,2.873229,2025-02-05 14:28:53
49,1,1,-1,-1,50,5,10,3,15,100,2,9,1.021200,133,134.021200,376,possible,2.805526,2025-02-05 14:28:53
50,1,2,-1,-1,50,5,10,3,15,100,2,9,0.100200,121,121.100200,358,possible,2.956230,2025-02-05 14:28:53
51,1,3,-1,-1,50,5,10,3,15,100,2,9,0.123000,128,128.123000,374,possible,2.919070,2025-02-05 14:28:53
52,2,1,-1,-1,50,5,10,3,25,100,2,9,0.113400,132,132.113400,376,possible,2.846040,2025-02-05 14:28:53
53,2,2,-1,-1,50,5,10,3,25,100,2,9,0.158700,127,127.158700,358,possible,2.815380,2025-02-05 14:28:53
54,2,3,-1,-1,50,5,10,3,25,100,2,9,0.104600,132,132.104600,374,possible,2.831090,2025-02-05 14:28:53
55,3,1,-1,-1,50,5,10,3,35,100,2,9,0.092500,131,131.092500,376,possible,2.868204,2025-02-05 14:28:53
56,3,2,-1,-1,50,5,10,3,35,100,2,9,0.054600,125,125.054600,358,possible,2.862750,2025-02-05 14:28:53
57,3,3,-1,-1,50,5,10,3,35,100,2,9,0.053800,138,138.053800,374,possible,2.709089,2025-02-05 14:28:53
58,4,1,-1,-1,50,5,10,3,45,100,2,9,0.103100,140,140.103100,376,possible,2.683738,2025-02-05 14:28:53
59,4,2,-1,-1,50,5,10,3,45,100,2,9,0.071400,124,124.071400,358,possible,2.885435,2025-02-05 14:28:53
60,4,3,-1,-1,50,5,10,3,45,100,2,9,0.080100,144,144.080100,374,possible,2.595778,2025-02-05 14:28:53
61,5,1,-1,-1,100,5,10,3,15,100,2,9,0.088700,252,252.088700,742,possible,2.943408,2025-02-05 14:28:53
62,5,2,-1,-1,100,5,10,3,15,100,2,9,0.107000,253,253.107000,752,possible,2.971075,2025-02-05 14:28:53
63,5,3,-1,-1,100,5,10,3,15,100,2,9,0.091700,256,256.091700,764,possible,2.983306,2025-02-05 14:28:53
64,6,1,-1,-1,100,5,10,3,25,100,2,9,0.101600,250,250.101600,742,possible,2.966794,2025-02-05 14:28:53
65,6,2,-1,-1,100,5,10,3,25,100,2,9,0.100500,256,256.100500,752,possible,2.936347,2025-02-05 14:28:53
66,6,3,-1,-1,100,5,10,3,25,100,2,9,0.108000,264,264.108000,764,possible,2.892756,2025-02-05 14:28:53
67,7,1,-1,-1,100,5,10,3,35,100,2,9,0.113300,250,250.113300,742,possible,2.966656,2025-02-05 14:28:53
68,7,2,-1,-1,100,5,10,3,35,100,2,9,0.111800,264,264.111800,752,possible,2.847279,2025-02-05 14:28:53
69,7,3,-1,-1,100,5,10,3,35,100,2,9,0.110200,259,259.110200,764,possible,2.948552,2025-02-05 14:28:53
70,8,1,-1,-1,100,5,10,3,45,100,2,9,0.124800,268,268.124800,742,possible,2.767368,2025-02-05 14:28:53
71,8,2,-1,-1,100,5,10,3,45,100,2,9,0.144600,268,268.144600,752,possible,2.804457,2025-02-05 14:28:53
72,8,3,-1,-1,100,5,10,3,45,100,2,9,0.122000,276,276.122000,764,possible,2.766893,2025-02-05 14:28:53
73,9,1,-1,-1,150,5,10,3,15,100,2,9,0.136100,376,376.136100,1124,possible,2.988280,2025-02-05 14:28:53
74,9,2,-1,-1,150,5,10,3,15,100,2,9,0.123500,377,377.123500,1128,possible,2.991063,2025-02-05 14:28:53
75,9,3,-1,-1,150,5,10,3,15,100,2,9,0.174900,387,387.174900,1139,possible,2.941823,2025-02-05 14:28:53
76,10,1,-1,-1,150,5,10,3,25,100,2,9,0.164600,382,382.164600,1124,possible,2.941141,2025-02-05 14:28:54
77,10,2,-1,-1,150,5,10,3,25,100,2,9,0.208900,378,378.208900,1128,possible,2.982479,2025-02-05 14:28:54
78,10,3,-1,-1,150,5,10,3,25,100,2,9,0.148900,387,387.148900,1139,possible,2.942020,2025-02-05 14:28:54
79,11,1,-1,-1,150,5,10,3,35,100,2,9,0.166200,379,379.166200,1124,possible,2.964399,2025-02-05 14:28:54
80,11,2,-1,-1,150,5,10,3,35,100,2,9,0.144400,380,380.144400,1128,possible,2.967293,2025-02-05 14:28:54
81,11,3,-1,-1,150,5,10,3,35,100,2,9,0.151800,394,394.151800,1139,possible,2.889750,2025-02-05 14:28:54
82,12,1,-1,-1,150,5,10,3,45,100,2,9,0.288000,387,387.288000,1124,possible,2.902233,2025-02-05 14:28:54
83,12,2,-1,-1,150,5,10,3,45,100,2,9,0.230100,407,407.230100,1128,possible,2.769933,2025-02-05 14:28:54
84,12,3,-1,-1,150,5,10,3,45,100,2,9,0.213700,401,401.213700,1139,possible,2.838886,2025-02-05 14:28:54
85,13,1,-1,-1,200,5,10,3,15,100,2,9,0.209400,507,507.209400,1511,possible,2.979046,2025-02-05 14:28:54
86,13,2,-1,-1,200,5,10,3,15,100,2,9,0.152900,506,506.152900,1507,possible,2.977361,2025-02-05 14:28:54
87,13,3,-1,-1,200,5,10,3,15,100,2,9,0.201400,503,503.201400,1498,possible,2.976939,2025-02-05 14:28:54
88,14,1,-1,-1,200,5,10,3,25,100,2,9,0.190000,513,513.190000,1511,possible,2.944329,2025-02-05 14:28:54
89,14,2,-1,-1,200,5,10,3,25,100,2,9,0.293500,504,504.293500,1507,possible,2.988339,2025-02-05 14:28:54
90,14,3,-1,-1,200,5,10,3,25,100,2,9,0.244200,505,505.244200,1498,possible,2.964903,2025-02-05 14:28:54
91,15,1,-1,-1,200,5,10,3,35,100,2,9,0.509100,517,517.509100,1511,possible,2.919755,2025-02-05 14:28:54
92,15,2,-1,-1,200,5,10,3,35,100,2,9,0.245700,515,515.245700,1507,possible,2.924818,2025-02-05 14:28:54
93,15,3,-1,-1,200,5,10,3,35,100,2,9,0.270400,512,512.270400,1498,possible,2.924237,2025-02-05 14:28:54
94,16,1,-1,-1,200,5,10,3,45,100,2,9,0.283900,517,517.283900,1511,possible,2.921027,2025-02-05 14:28:54
95,16,2,-1,-1,200,5,10,3,45,100,2,9,0.396100,523,523.396100,1507,possible,2.879273,2025-02-05 14:28:54
96,16,3,-1,-1,200,5,10,3,45,100,2,9,0.300900,538,538.300900,1498,possible,2.782830,2025-02-05 14:28:54
97,1,1,-1,-1,50,5,10,3,15,100,3,9,1.096500,129,130.096500,376,possible,2.890162,2025-02-05 14:28:54
98,1,2,-1,-1,50,5,10,3,15,100,3,9,0.190200,124,124.190200,358,possible,2.882675,2025-02-05 14:28:54
99,1,3,-1,-1,50,5,10,3,15,100,3,9,0.093200,126,126.093200,374,possible,2.966060,2025-02-05 14:28:54
100,2,1,-1,-1,50,5,10,3,25,100,3,9,0.221900,127,127.221900,376,possible,2.955466,2025-02-05 14:28:54
101,2,2,-1,-1,50,5,10,3,25,100,3,9,0.238500,123,123.238500,358,possible,2.904936,2025-02-05 14:28:54
102,2,3,-1,-1,50,5,10,3,25,100,3,9,0.091200,127,127.091200,374,possible,2.942769,2025-02-05 14:28:54
103,3,1,-1,-1,50,5,10,3,35,100,3,9,0.120900,137,137.120900,376,possible,2.742106,2025-02-05 14:28:54
104,3,2,-1,-1,50,5,10,3,35,100,3,9,0.062300,130,130.062300,358,possible,2.752527,2025-02-05 14:28:54
105,3,3,-1,-1,50,5,10,3,35,100,3,9,0.067900,129,129.067900,374,possible,2.897700,2025-02-05 14:28:54
106,4,1,-1,-1,50,5,10,3,45,100,3,9,0.081400,129,129.081400,376,possible,2.912891,2025-02-05 14:28:54
107,4,2,-1,-1,50,5,10,3,45,100,3,9,0.081000,123,123.081000,358,possible,2.908654,2025-02-05 14:28:54
108,4,3,-1,-1,50,5,10,3,45,100,3,9,0.092500,133,133.092500,374,possible,2.810076,2025-02-05 14:28:54
109,5,1,-1,-1,100,5,10,3,15,100,3,9,0.095300,252,252.095300,742,possible,2.943331,2025-02-05 14:28:54
110,5,2,-1,-1,100,5,10,3,15,100,3,9,0.109900,254,254.109900,752,possible,2.959349,2025-02-05 14:28:54
111,5,3,-1,-1,100,5,10,3,15,100,3,9,0.091600,256,256.091600,764,possible,2.983308,2025-02-05 14:28:54
112,6,1,-1,-1,100,5,10,3,25,100,3,9,0.190100,255,255.190100,742,possible,2.907636,2025-02-05 14:28:54
113,6,2,-1,-1,100,5,10,3,25,100,3,9,0.240500,255,255.240500,752,possible,2.946241,2025-02-05 14:28:54
114,6,3,-1,-1,100,5,10,3,25,100,3,9,0.158000,266,266.158000,764,possible,2.870475,2025-02-05 14:28:54
115,7,1,-1,-1,100,5,10,3,35,100,3,9,0.106800,257,257.106800,742,possible,2.885960,2025-02-05 14:28:54
116,7,2,-1,-1,100,5,10,3,35,100,3,9,0.158000,256,256.158000,752,possible,2.935688,2025-02-05 14:28:54
117,7,3,-1,-1,100,5,10,3,35,100,3,9,0.116300,258,258.116300,764,possible,2.959906,2025-02-05 14:28:54
118,8,1,-1,-1,100,5,10,3,45,100,3,9,0.132300,257,257.132300,742,possible,2.885674,2025-02-05 14:28:54
119,8,2,-1,-1,100,5,10,3,45,100,3,9,0.156500,278,278.156500,752,possible,2.703514,2025-02-05 14:28:54
120,8,3,-1,-1,100,5,10,3,45,100,3,9,0.200700,269,269.200700,764,possible,2.838031,2025-02-05 14:28:54
121,9,1,-1,-1,150,5,10,3,15,100,3,9,0.149800,377,377.149800,1124,possible,2.980248,2025-02-05 14:28:54
122,9,2,-1,-1,150,5,10,3,15,100,3,9,0.120700,379,379.120700,1128,possible,2.975306,2025-02-05 14:28:54
123,9,3,-1,-1,150,5,10,3,15,100,3,9,0.134800,386,386.134800,1139,possible,2.949747,2025-02-05 14:28:54
124,10,1,-1,-1,150,5,10,3,25,100,3,9,0.153700,385,385.153700,1124,possible,2.918315,2025-02-05 14:28:54
125,10,2,-1,-1,150,5,10,3,25,100,3,9,0.134700,383,383.134700,1128,possible,2.944134,2025-02-05 14:28:54
126,10,3,-1,-1,150,5,10,3,25,100,3,9,0.277700,385,385.277700,1139,possible,2.956309,2025-02-05 14:28:54
127,11,1,-1,-1,150,5,10,3,35,100,3,9,0.278400,383,383.278400,1124,possible,2.932594,2025-02-05 14:28:54
128,11,2,-1,-1,150,5,10,3,35,100,3,9,0.247300,383,383.247300,1128,possible,2.943269,2025-02-05 14:28:54
129,11,3,-1,-1,150,5,10,3,35,100,3,9,0.186200,386,386.186200,1139,possible,2.949354,2025-02-05 14:28:54
130,12,1,-1,-1,150,5,10,3,45,100,3,9,0.356300,389,389.356300,1124,possible,2.886816,2025-02-05 14:28:54
131,12,2,-1,-1,150,5,10,3,45,100,3,9,0.276200,386,386.276200,1128,possible,2.920190,2025-02-05 14:28:54
132,12,3,-1,-1,150,5,10,3,45,100,3,9,0.227800,401,401.227800,1139,possible,2.838786,2025-02-05 14:28:54
133,13,1,-1,-1,200,5,10,3,15,100,3,9,0.142400,508,508.142400,1511,possible,2.973576,2025-02-05 14:28:54
134,13,2,-1,-1,200,5,10,3,15,100,3,9,0.152700,505,505.152700,1507,possible,2.983256,2025-02-05 14:28:54
135,13,3,-1,-1,200,5,10,3,15,100,3,9,0.155200,501,501.155200,1498,possible,2.989094,2025-02-05 14:28:54
136,14,1,-1,-1,200,5,10,3,25,100,3,9,0.328200,510,510.328200,1511,possible,2.960840,2025-02-05 14:28:54
137,14,2,-1,-1,200,5,10,3,25,100,3,9,0.208000,508,508.208000,1507,possible,2.965321,2025-02-05 14:28:54
138,14,3,-1,-1,200,5,10,3,25,100,3,9,0.199400,503,503.199400,1498,possible,2.976951,2025-02-05 14:28:54
139,15,1,-1,-1,200,5,10,3,35,100,3,9,0.269300,508,508.269300,1511,possible,2.972833,2025-02-05 14:28:54
140,15,2,-1,-1,200,5,10,3,35,100,3,9,0.290500,513,513.290500,1507,possible,2.935959,2025-02-05 14:28:54
141,15,3,-1,-1,200,5,10,3,35,100,3,9,0.278200,504,504.278200,1498,possible,2.970583,2025-02-05 14:28:54
142,16,1,-1,-1,200,5,10,3,45,100,3,9,0.334600,520,520.334600,1511,possible,2.903901,2025-02-05 14:28:55
143,16,2,-1,-1,200,5,10,3,45,100,3,9,0.311900,519,519.311900,1507,possible,2.901917,2025-02-05 14:28:55
144,16,3,-1,-1,200,5,10,3,45,100,3,9,0.350100,518,518.350100,1498,possible,2.889939,2025-02-05 14:28:55
145,1,1,-1,-1,50,5,10,3,15,100,4,9,1.109600,132,133.109600,376,possible,2.824740,2025-02-05 14:28:55
146,1,2,-1,-1,50,5,10,3,15,100,4,9,0.187600,124,124.187600,358,possible,2.882735,2025-02-05 14:28:55
147,1,3,-1,-1,50,5,10,3,15,100,4,9,0.080700,133,133.080700,374,possible,2.810325,2025-02-05 14:28:55
148,2,1,-1,-1,50,5,10,3,25,100,4,9,0.103500,130,130.103500,376,possible,2.890007,2025-02-05 14:28:55
149,2,2,-1,-1,50,5,10,3,25,100,4,9,0.048100,120,120.048100,358,possible,2.982138,2025-02-05 14:28:55
150,2,3,-1,-1,50,5,10,3,25,100,4,9,0.069500,133,133.069500,374,possible,2.810561,2025-02-05 14:28:55
151,3,1,-1,-1,50,5,10,3,35,100,4,9,0.057200,138,138.057200,376,possible,2.723509,2025-02-05 14:28:55
152,3,2,-1,-1,50,5,10,3,35,100,4,9,0.048900,128,128.048900,358,possible,2.795807,2025-02-05 14:28:55
153,3,3,-1,-1,50,5,10,3,35,100,4,9,0.055000,128,128.055000,374,possible,2.920620,2025-02-05 14:28:55
154,4,1,-1,-1,50,5,10,3,45,100,4,9,0.067700,150,150.067700,376,possible,2.505536,2025-02-05 14:28:55
155,4,2,-1,-1,50,5,10,3,45,100,4,9,0.059800,129,129.059800,358,possible,2.773908,2025-02-05 14:28:55
156,4,3,-1,-1,50,5,10,3,45,100,4,9,0.078200,134,134.078200,374,possible,2.789417,2025-02-05 14:28:55
157,5,1,-1,-1,100,5,10,3,15,100,4,9,0.074800,253,253.074800,742,possible,2.931939,2025-02-05 14:28:55
158,5,2,-1,-1,100,5,10,3,15,100,4,9,0.064000,253,253.064000,752,possible,2.971580,2025-02-05 14:28:55
159,5,3,-1,-1,100,5,10,3,15,100,4,9,0.057100,263,263.057100,764,possible,2.904312,2025-02-05 14:28:55
160,6,1,-1,-1,100,5,10,3,25,100,4,9,0.200500,255,255.200500,742,possible,2.907518,2025-02-05 14:28:55
161,6,2,-1,-1,100,5,10,3,25,100,4,9,0.094600,252,252.094600,752,possible,2.983007,2025-02-05 14:28:55
162,6,3,-1,-1,100,5,10,3,25,100,4,9,0.091000,265,265.091000,764,possible,2.882029,2025-02-05 14:28:55
163,7,1,-1,-1,100,5,10,3,35,100,4,9,0.070600,257,257.070600,742,possible,2.886367,2025-02-05 14:28:55
164,7,2,-1,-1,100,5,10,3,35,100,4,9,0.072300,256,256.072300,752,possible,2.936671,2025-02-05 14:28:55
165,7,3,-1,-1,100,5,10,3,35,100,4,9,0.079900,264,264.079900,764,possible,2.893064,2025-02-05 14:28:55
166,8,1,-1,-1,100,5,10,3,45,100,4,9,0.114500,256,256.114500,742,possible,2.897142,2025-02-05 14:28:55
167,8,2,-1,-1,100,5,10,3,45,100,4,9,0.094800,269,269.094800,752,possible,2.794554,2025-02-05 14:28:55
168,8,3,-1,-1,100,5,10,3,45,100,4,9,0.151000,276,276.151000,764,possible,2.766602,2025-02-05 14:28:55
169,9,1,-1,-1,150,5,10,3,15,100,4,9,0.100800,376,376.100800,1124,possible,2.988561,2025-02-05 14:28:55
170,9,2,-1,-1,150,5,10,3,15,100,4,9,0.089100,382,382.089100,1128,possible,2.952191,2025-02-05 14:28:55
171,9,3,-1,-1,150,5,10,3,15,100,4,9,0.082800,389,389.082800,1139,possible,2.927397,2025-02-05 14:28:55
172,10,1,-1,-1,150,5,10,3,25,100,4,9,0.097000,382,382.097000,1124,possible,2.941661,2025-02-05 14:28:55
173,10,2,-1,-1,150,5,10,3,25,100,4,9,0.099600,380,380.099600,1128,possible,2.967643,2025-02-05 14:28:55
174,10,3,-1,-1,150,5,10,3,25,100,4,9,0.240000,392,392.240000,1139,possible,2.903834,2025-02-05 14:28:55
175,11,1,-1,-1,150,5,10,3,35,100,4,9,0.140500,382,382.140500,1124,possible,2.941327,2025-02-05 14:28:55
176,11,2,-1,-1,150,5,10,3,35,100,4,9,0.120500,380,380.120500,1128,possible,2.967480,2025-02-05 14:28:55
177,11,3,-1,-1,150,5,10,3,35,100,4,9,0.123800,390,390.123800,1139,possible,2.919586,2025-02-05 14:28:55
178,12,1,-1,-1,150,5,10,3,45,100,4,9,0.146600,385,385.146600,1124,possible,2.918369,2025-02-05 14:28:55
179,12,2,-1,-1,150,5,10,3,45,100,4,9,0.208200,393,393.208200,1128,possible,2.868709,2025-02-05 14:28:55
180,12,3,-1,-1,150,5,10,3,45,100,4,9,0.174300,397,397.174300,1139,possible,2.867759,2025-02-05 14:28:55
181,13,1,-1,-1,200,5,10,3,15,100,4,9,0.105900,504,504.105900,1511,possible,2.997386,2025-02-05 14:28:55
182,13,2,-1,-1,200,5,10,3,15,100,4,9,0.193900,509,509.193900,1507,possible,2.959580,2025-02-05 14:28:55
183,13,3,-1,-1,200,5,10,3,15,100,4,9,0.144000,504,504.144000,1498,possible,2.971373,2025-02-05 14:28:55
184,14,1,-1,-1,200,5,10,3,25,100,4,9,0.255400,509,509.255400,1511,possible,2.967077,2025-02-05 14:28:55
185,14,2,-1,-1,200,5,10,3,25,100,4,9,0.153900,511,511.153900,1507,possible,2.948231,2025-02-05 14:28:55
186,14,3,-1,-1,200,5,10,3,25,100,4,9,0.134400,502,502.134400,1498,possible,2.983265,2025-02-05 14:28:55
187,15,1,-1,-1,200,5,10,3,35,100,4,9,0.257400,511,511.257400,1511,possible,2.955458,2025-02-05 14:28:55
188,15,2,-1,-1,200,5,10,3,35,100,4,9,0.203100,508,508.203100,1507,possible,2.965350,2025-02-05 14:28:55
189,15,3,-1,-1,200,5,10,3,35,100,4,9,0.160500,513,513.160500,1498,possible,2.919165,2025-02-05 14:28:55
190,16,1,-1,-1,200,5,10,3,45,100,4,9,0.272600,523,523.272600,1511,possible,2.887596,2025-02-05 14:28:55
191,16,2,-1,-1,200,5,10,3,45,100,4,9,0.232100,513,513.232100,1507,possible,2.936293,2025-02-05 14:28:55
192,16,3,-1,-1,200,5,10,3,45,100,4,9,0.226400,521,521.226400,1498,possible,2.873991,2025-02-05 14:28:55
193,1,1,-1,-1,50,5,10,3,15,100,5,9,1.081600,134,135.081600,376,possible,2.783503,2025-02-05 14:28:55
194,1,2,-1,-1,50,5,10,3,15,100,5,9,0.211300,131,131.211300,358,possible,2.728424,2025-02-05 14:28:55
195,1,3,-1,-1,50,5,10,3,15,100,5,9,0.063700,131,131.063700,374,possible,2.853574,2025-02-05 14:28:55
196,2,1,-1,-1,50,5,10,3,25,100,5,9,0.148700,132,132.148700,376,possible,2.845280,2025-02-05 14:28:55
197,2,2,-1,-1,50,5,10,3,25,100,5,9,0.054400,125,125.054400,358,possible,2.862754,2025-02-05 14:28:55
198,2,3,-1,-1,50,5,10,3,25,100,5,9,0.050200,128,128.050200,374,possible,2.920730,2025-02-05 14:28:55
199,3,1,-1,-1,50,5,10,3,35,100,5,9,0.086100,143,143.086100,376,possible,2.627788,2025-02-05 14:28:55
200,3,2,-1,-1,50,5,10,3,35,100,5,9,0.046700,124,124.046700,358,possible,2.886010,2025-02-05 14:28:55
201,3,3,-1,-1,50,5,10,3,35,100,5,9,0.077700,134,134.077700,374,possible,2.789427,2025-02-05 14:28:55
202,4,1,-1,-1,50,5,10,3,45,100,5,9,0.071000,149,149.071000,376,possible,2.522288,2025-02-05 14:28:56
203,4,2,-1,-1,50,5,10,3,45,100,5,9,0.056600,131,131.056600,358,possible,2.731644,2025-02-05 14:28:56
204,4,3,-1,-1,50,5,10,3,45,100,5,9,0.060700,138,138.060700,374,possible,2.708953,2025-02-05 14:28:56
205,5,1,-1,-1,100,5,10,3,15,100,5,9,0.066700,248,248.066700,742,possible,2.991131,2025-02-05 14:28:56
206,5,2,-1,-1,100,5,10,3,15,100,5,9,0.074400,256,256.074400,752,possible,2.936647,2025-02-05 14:28:56
207,5,3,-1,-1,100,5,10,3,15,100,5,9,0.078200,262,262.078200,764,possible,2.915160,2025-02-05 14:28:56
208,6,1,-1,-1,100,5,10,3,25,100,5,9,0.145100,254,254.145100,742,possible,2.919592,2025-02-05 14:28:56
209,6,2,-1,-1,100,5,10,3,25,100,5,9,0.095000,256,256.095000,752,possible,2.936410,2025-02-05 14:28:56
210,6,3,-1,-1,100,5,10,3,25,100,5,9,0.196200,261,261.196200,764,possible,2.925004,2025-02-05 14:28:56
211,7,1,-1,-1,100,5,10,3,35,100,5,9,0.104800,251,251.104800,742,possible,2.954942,2025-02-05 14:28:56
212,7,2,-1,-1,100,5,10,3,35,100,5,9,0.105700,260,260.105700,752,possible,2.891132,2025-02-05 14:28:56
213,7,3,-1,-1,100,5,10,3,35,100,5,9,0.108000,271,271.108000,764,possible,2.818065,2025-02-05 14:28:56
214,8,1,-1,-1,100,5,10,3,45,100,5,9,0.130700,257,257.130700,742,possible,2.885692,2025-02-05 14:28:56
215,8,2,-1,-1,100,5,10,3,45,100,5,9,0.181900,276,276.181900,752,possible,2.722843,2025-02-05 14:28:56
216,8,3,-1,-1,100,5,10,3,45,100,5,9,0.180700,281,281.180700,764,possible,2.717114,2025-02-05 14:28:56
217,9,1,-1,-1,150,5,10,3,15,100,5,9,0.141500,380,380.141500,1124,possible,2.956794,2025-02-05 14:28:56
218,9,2,-1,-1,150,5,10,3,15,100,5,9,0.113300,379,379.113300,1128,possible,2.975364,2025-02-05 14:28:56
219,9,3,-1,-1,150,5,10,3,15,100,5,9,0.117000,383,383.117000,1139,possible,2.972982,2025-02-05 14:28:56
220,10,1,-1,-1,150,5,10,3,25,100,5,9,0.141900,379,379.141900,1124,possible,2.964589,2025-02-05 14:28:56
221,10,2,-1,-1,150,5,10,3,25,100,5,9,0.180700,384,384.180700,1128,possible,2.936118,2025-02-05 14:28:56
222,10,3,-1,-1,150,5,10,3,25,100,5,9,0.263300,385,385.263300,1139,possible,2.956420,2025-02-05 14:28:56
223,11,1,-1,-1,150,5,10,3,35,100,5,9,0.205000,378,378.205000,1124,possible,2.971933,2025-02-05 14:28:56
224,11,2,-1,-1,150,5,10,3,35,100,5,9,0.192800,386,386.192800,1128,possible,2.920821,2025-02-05 14:28:56
225,11,3,-1,-1,150,5,10,3,35,100,5,9,0.178400,383,383.178400,1139,possible,2.972506,2025-02-05 14:28:56
226,12,1,-1,-1,150,5,10,3,45,100,5,9,0.247100,391,391.247100,1124,possible,2.872865,2025-02-05 14:28:56
227,12,2,-1,-1,150,5,10,3,45,100,5,9,0.288500,384,384.288500,1128,possible,2.935295,2025-02-05 14:28:56
228,12,3,-1,-1,150,5,10,3,45,100,5,9,0.371700,397,397.371700,1139,possible,2.866334,2025-02-05 14:28:56
229,13,1,-1,-1,200,5,10,3,15,100,5,9,0.152400,509,509.152400,1511,possible,2.967677,2025-02-05 14:28:56
230,13,2,-1,-1,200,5,10,3,15,100,5,9,0.235800,504,504.235800,1507,possible,2.988681,2025-02-05 14:28:56
231,13,3,-1,-1,200,5,10,3,15,100,5,9,0.167000,504,504.167000,1498,possible,2.971238,2025-02-05 14:28:56
232,14,1,-1,-1,200,5,10,3,25,100,5,9,0.361000,514,514.361000,1511,possible,2.937626,2025-02-05 14:28:56
233,14,2,-1,-1,200,5,10,3,25,100,5,9,0.239500,505,505.239500,1507,possible,2.982744,2025-02-05 14:28:56
234,14,3,-1,-1,200,5,10,3,25,100,5,9,0.312100,506,506.312100,1498,possible,2.958649,2025-02-05 14:28:56
235,15,1,-1,-1,200,5,10,3,35,100,5,9,0.312600,518,518.312600,1511,possible,2.915229,2025-02-05 14:28:56
236,15,2,-1,-1,200,5,10,3,35,100,5,9,0.293000,519,519.293000,1507,possible,2.902023,2025-02-05 14:28:56
237,15,3,-1,-1,200,5,10,3,35,100,5,9,0.307700,512,512.307700,1498,possible,2.924024,2025-02-05 14:28:56
238,16,1,-1,-1,200,5,10,3,45,100,5,9,0.453300,519,519.453300,1511,possible,2.908827,2025-02-05 14:28:56
239,16,2,-1,-1,200,5,10,3,45,100,5,9,0.354200,512,512.354200,1507,possible,2.941325,2025-02-05 14:28:56
240,16,3,-1,-1,200,5,10,3,45,100,5,9,0.383700,525,525.383700,1498,possible,2.851249,2025-02-05 14:28:56
