no, groupNo, randomSeed, numberOfWorkers,maxSolverExecutionTimeInSeconds, processCount, processExecutionTimeMin(ms), processExecutionTimeMax(ms), computerCount, conflictPercentage, timeWeight, solverWallTime(ms), makespan(ms), parallelTimeSum(ms), serialTimeHorizon(ms), solverStatus, speedupFactor, currentTimestamp
1,1,1,-1,-1,50,5,10,3,15,100,2.639600,139,141.639600,376,possible,2.654625,2025-02-04 22:31:45
2,1,2,-1,-1,50,5,10,3,15,100,0.096800,135,135.096800,358,possible,2.649952,2025-02-04 22:31:45
3,1,3,-1,-1,50,5,10,3,15,100,0.062600,139,139.062600,374,possible,2.689436,2025-02-04 22:31:45
4,2,1,-1,-1,50,5,10,3,25,100,0.090300,147,147.090300,376,possible,2.556253,2025-02-04 22:31:45
5,2,2,-1,-1,50,5,10,3,25,100,0.106300,157,157.106300,358,possible,2.278712,2025-02-04 22:31:45
6,2,3,-1,-1,50,5,10,3,25,100,0.079000,153,153.079000,374,possible,2.443183,2025-02-04 22:31:45
7,3,1,-1,-1,50,5,10,3,35,100,0.056300,164,164.056300,376,possible,2.291896,2025-02-04 22:31:45
8,3,2,-1,-1,50,5,10,3,35,100,0.055700,157,157.055700,358,possible,2.279446,2025-02-04 22:31:45
9,3,3,-1,-1,50,5,10,3,35,100,0.084700,171,171.084700,374,possible,2.186052,2025-02-04 22:31:45
10,4,1,-1,-1,50,5,10,3,45,100,0.048400,180,180.048400,376,possible,2.088327,2025-02-04 22:31:45
11,4,2,-1,-1,50,5,10,3,45,100,0.049700,191,191.049700,358,possible,1.873858,2025-02-04 22:31:45
12,4,3,-1,-1,50,5,10,3,45,100,0.039000,180,180.039000,374,possible,2.077328,2025-02-04 22:31:45
13,5,1,-1,-1,100,5,10,3,15,100,0.083200,277,277.083200,742,possible,2.677896,2025-02-04 22:31:45
14,5,2,-1,-1,100,5,10,3,15,100,0.045800,291,291.045800,752,possible,2.583786,2025-02-04 22:31:45
15,5,3,-1,-1,100,5,10,3,15,100,0.046500,300,300.046500,764,possible,2.546272,2025-02-04 22:31:45
16,6,1,-1,-1,100,5,10,3,25,100,0.099000,300,300.099000,742,possible,2.472517,2025-02-04 22:31:45
17,6,2,-1,-1,100,5,10,3,25,100,0.102200,328,328.102200,752,possible,2.291969,2025-02-04 22:31:45
18,6,3,-1,-1,100,5,10,3,25,100,0.108700,321,321.108700,764,possible,2.379257,2025-02-04 22:31:45
19,7,1,-1,-1,100,5,10,3,35,100,0.039500,337,337.039500,742,possible,2.201522,2025-02-04 22:31:45
20,7,2,-1,-1,100,5,10,3,35,100,0.040100,366,366.040100,752,possible,2.054420,2025-02-04 22:31:45
21,7,3,-1,-1,100,5,10,3,35,100,0.046300,341,341.046300,764,possible,2.240165,2025-02-04 22:31:45
22,8,1,-1,-1,100,5,10,3,45,100,0.106400,383,383.106400,742,possible,1.936799,2025-02-04 22:31:45
23,8,2,-1,-1,100,5,10,3,45,100,0.038700,396,396.038700,752,possible,1.898804,2025-02-04 22:31:45
24,8,3,-1,-1,100,5,10,3,45,100,0.053300,379,379.053300,764,possible,2.015548,2025-02-04 22:31:45
25,9,1,-1,-1,150,5,10,3,15,100,0.036700,438,438.036700,1124,possible,2.565995,2025-02-04 22:31:45
26,9,2,-1,-1,150,5,10,3,15,100,0.056200,449,449.056200,1128,possible,2.511935,2025-02-04 22:31:45
27,9,3,-1,-1,150,5,10,3,15,100,0.049600,465,465.049600,1139,possible,2.449201,2025-02-04 22:31:45
28,10,1,-1,-1,150,5,10,3,25,100,0.041200,482,482.041200,1124,possible,2.331751,2025-02-04 22:31:45
29,10,2,-1,-1,150,5,10,3,25,100,0.073800,489,489.073800,1128,possible,2.306400,2025-02-04 22:31:45
30,10,3,-1,-1,150,5,10,3,25,100,0.065900,500,500.065900,1139,possible,2.277700,2025-02-04 22:31:45
31,11,1,-1,-1,150,5,10,3,35,100,0.053500,512,512.053500,1124,possible,2.195083,2025-02-04 22:31:45
32,11,2,-1,-1,150,5,10,3,35,100,0.049600,544,544.049600,1128,possible,2.073340,2025-02-04 22:31:45
33,11,3,-1,-1,150,5,10,3,35,100,0.072700,535,535.072700,1139,possible,2.128683,2025-02-04 22:31:45
34,12,1,-1,-1,150,5,10,3,45,100,0.107100,573,573.107100,1124,possible,1.961239,2025-02-04 22:31:45
35,12,2,-1,-1,150,5,10,3,45,100,0.075900,607,607.075900,1128,possible,1.858087,2025-02-04 22:31:45
36,12,3,-1,-1,150,5,10,3,45,100,0.054900,609,609.054900,1139,possible,1.870111,2025-02-04 22:31:45
37,13,1,-1,-1,200,5,10,3,15,100,0.046100,577,577.046100,1511,possible,2.618508,2025-02-04 22:31:45
38,13,2,-1,-1,200,5,10,3,15,100,0.073600,598,598.073600,1507,possible,2.519757,2025-02-04 22:31:45
39,13,3,-1,-1,200,5,10,3,15,100,0.067100,581,581.067100,1498,possible,2.578016,2025-02-04 22:31:45
40,14,1,-1,-1,200,5,10,3,25,100,0.062800,635,635.062800,1511,possible,2.379292,2025-02-04 22:31:46
41,14,2,-1,-1,200,5,10,3,25,100,0.059800,653,653.059800,1507,possible,2.307599,2025-02-04 22:31:46
42,14,3,-1,-1,200,5,10,3,25,100,0.094700,626,626.094700,1498,possible,2.392609,2025-02-04 22:31:46
43,15,1,-1,-1,200,5,10,3,35,100,0.110900,686,686.110900,1511,possible,2.202268,2025-02-04 22:31:46
44,15,2,-1,-1,200,5,10,3,35,100,0.145300,692,692.145300,1507,possible,2.177288,2025-02-04 22:31:46
45,15,3,-1,-1,200,5,10,3,35,100,0.103900,708,708.103900,1498,possible,2.115509,2025-02-04 22:31:46
46,16,1,-1,-1,200,5,10,3,45,100,0.122400,769,769.122400,1511,possible,1.964577,2025-02-04 22:31:46
47,16,2,-1,-1,200,5,10,3,45,100,0.080100,771,771.080100,1507,possible,1.954401,2025-02-04 22:31:46
48,16,3,-1,-1,200,5,10,3,45,100,0.113000,752,752.113000,1498,possible,1.991722,2025-02-04 22:31:46
1,1,1,-1,-1,50,5,10,3,15,100,2.674900,139,141.674900,376,possible,2.653963,2025-02-05 10:33:40
2,1,2,-1,-1,50,5,10,3,15,100,0.099200,135,135.099200,358,possible,2.649905,2025-02-05 10:33:40
3,1,3,-1,-1,50,5,10,3,15,100,0.061600,139,139.061600,374,possible,2.689456,2025-02-05 10:33:40
4,2,1,-1,-1,50,5,10,3,25,100,0.128900,147,147.128900,376,possible,2.555582,2025-02-05 10:33:40
5,2,2,-1,-1,50,5,10,3,25,100,0.071700,157,157.071700,358,possible,2.279214,2025-02-05 10:33:40
6,2,3,-1,-1,50,5,10,3,25,100,0.089900,153,153.089900,374,possible,2.443009,2025-02-05 10:33:40
7,3,1,-1,-1,50,5,10,3,35,100,0.065900,164,164.065900,376,possible,2.291762,2025-02-05 10:33:40
8,3,2,-1,-1,50,5,10,3,35,100,0.093900,157,157.093900,358,possible,2.278892,2025-02-05 10:33:40
9,3,3,-1,-1,50,5,10,3,35,100,0.049800,171,171.049800,374,possible,2.186498,2025-02-05 10:33:40
10,4,1,-1,-1,50,5,10,3,45,100,0.042900,180,180.042900,376,possible,2.088391,2025-02-05 10:33:40
11,4,2,-1,-1,50,5,10,3,45,100,0.062500,191,191.062500,358,possible,1.873732,2025-02-05 10:33:40
12,4,3,-1,-1,50,5,10,3,45,100,0.052700,180,180.052700,374,possible,2.077170,2025-02-05 10:33:40
13,5,1,-1,-1,100,5,10,3,15,100,0.079100,277,277.079100,742,possible,2.677936,2025-02-05 10:33:40
14,5,2,-1,-1,100,5,10,3,15,100,0.052800,291,291.052800,752,possible,2.583724,2025-02-05 10:33:40
15,5,3,-1,-1,100,5,10,3,15,100,0.047500,300,300.047500,764,possible,2.546264,2025-02-05 10:33:40
16,6,1,-1,-1,100,5,10,3,25,100,0.102600,300,300.102600,742,possible,2.472488,2025-02-05 10:33:40
17,6,2,-1,-1,100,5,10,3,25,100,0.147200,328,328.147200,752,possible,2.291654,2025-02-05 10:33:40
18,6,3,-1,-1,100,5,10,3,25,100,0.061500,321,321.061500,764,possible,2.379606,2025-02-05 10:33:40
19,7,1,-1,-1,100,5,10,3,35,100,0.050900,337,337.050900,742,possible,2.201448,2025-02-05 10:33:40
20,7,2,-1,-1,100,5,10,3,35,100,0.036600,366,366.036600,752,possible,2.054439,2025-02-05 10:33:40
21,7,3,-1,-1,100,5,10,3,35,100,0.041300,341,341.041300,764,possible,2.240198,2025-02-05 10:33:40
22,8,1,-1,-1,100,5,10,3,45,100,0.046500,383,383.046500,742,possible,1.937102,2025-02-05 10:33:40
23,8,2,-1,-1,100,5,10,3,45,100,0.048500,396,396.048500,752,possible,1.898757,2025-02-05 10:33:40
24,8,3,-1,-1,100,5,10,3,45,100,0.046800,379,379.046800,764,possible,2.015582,2025-02-05 10:33:40
25,9,1,-1,-1,150,5,10,3,15,100,0.055100,438,438.055100,1124,possible,2.565887,2025-02-05 10:33:40
26,9,2,-1,-1,150,5,10,3,15,100,0.040500,449,449.040500,1128,possible,2.512023,2025-02-05 10:33:40
27,9,3,-1,-1,150,5,10,3,15,100,0.037400,465,465.037400,1139,possible,2.449265,2025-02-05 10:33:40
28,10,1,-1,-1,150,5,10,3,25,100,0.058500,482,482.058500,1124,possible,2.331667,2025-02-05 10:33:40
29,10,2,-1,-1,150,5,10,3,25,100,0.050300,489,489.050300,1128,possible,2.306511,2025-02-05 10:33:40
30,10,3,-1,-1,150,5,10,3,25,100,0.070100,500,500.070100,1139,possible,2.277681,2025-02-05 10:33:41
31,11,1,-1,-1,150,5,10,3,35,100,0.046300,512,512.046300,1124,possible,2.195114,2025-02-05 10:33:41
32,11,2,-1,-1,150,5,10,3,35,100,0.051800,544,544.051800,1128,possible,2.073332,2025-02-05 10:33:41
33,11,3,-1,-1,150,5,10,3,35,100,0.051400,535,535.051400,1139,possible,2.128767,2025-02-05 10:33:41
34,12,1,-1,-1,150,5,10,3,45,100,0.096000,573,573.096000,1124,possible,1.961277,2025-02-05 10:33:41
35,12,2,-1,-1,150,5,10,3,45,100,0.095800,607,607.095800,1128,possible,1.858026,2025-02-05 10:33:41
36,12,3,-1,-1,150,5,10,3,45,100,0.052400,609,609.052400,1139,possible,1.870118,2025-02-05 10:33:41
37,13,1,-1,-1,200,5,10,3,15,100,0.044900,577,577.044900,1511,possible,2.618514,2025-02-05 10:33:41
38,13,2,-1,-1,200,5,10,3,15,100,0.049200,598,598.049200,1507,possible,2.519860,2025-02-05 10:33:41
39,13,3,-1,-1,200,5,10,3,15,100,0.048800,581,581.048800,1498,possible,2.578097,2025-02-05 10:33:41
40,14,1,-1,-1,200,5,10,3,25,100,0.061300,635,635.061300,1511,possible,2.379298,2025-02-05 10:33:41
41,14,2,-1,-1,200,5,10,3,25,100,0.060400,653,653.060400,1507,possible,2.307597,2025-02-05 10:33:41
42,14,3,-1,-1,200,5,10,3,25,100,0.061700,626,626.061700,1498,possible,2.392735,2025-02-05 10:33:41
43,15,1,-1,-1,200,5,10,3,35,100,0.071400,686,686.071400,1511,possible,2.202395,2025-02-05 10:33:41
44,15,2,-1,-1,200,5,10,3,35,100,0.102800,692,692.102800,1507,possible,2.177422,2025-02-05 10:33:41
45,15,3,-1,-1,200,5,10,3,35,100,0.098600,708,708.098600,1498,possible,2.115525,2025-02-05 10:33:41
46,16,1,-1,-1,200,5,10,3,45,100,0.113100,769,769.113100,1511,possible,1.964601,2025-02-05 10:33:41
47,16,2,-1,-1,200,5,10,3,45,100,0.085100,771,771.085100,1507,possible,1.954389,2025-02-05 10:33:41
48,16,3,-1,-1,200,5,10,3,45,100,0.102800,752,752.102800,1498,possible,1.991749,2025-02-05 10:33:41
1,1,1,-1,-1,50,5,10,3,15,100,3.327100,158,161.327100,376,possible,2.330669,2025-02-05 10:36:00
2,1,2,-1,-1,50,5,10,3,15,100,0.170800,141,141.170800,358,possible,2.535935,2025-02-05 10:36:00
3,1,3,-1,-1,50,5,10,3,15,100,0.144400,143,143.144400,374,possible,2.612746,2025-02-05 10:36:01
4,2,1,-1,-1,50,5,10,3,25,100,0.177700,162,162.177700,376,possible,2.318445,2025-02-05 10:36:01
5,2,2,-1,-1,50,5,10,3,25,100,0.158700,156,156.158700,358,possible,2.292540,2025-02-05 10:36:01
6,2,3,-1,-1,50,5,10,3,25,100,0.127400,157,157.127400,374,possible,2.380234,2025-02-05 10:36:01
7,3,1,-1,-1,50,5,10,3,35,100,0.125000,169,169.125000,376,possible,2.223208,2025-02-05 10:36:01
8,3,2,-1,-1,50,5,10,3,35,100,0.098600,180,180.098600,358,possible,1.987800,2025-02-05 10:36:01
9,3,3,-1,-1,50,5,10,3,35,100,0.140000,187,187.140000,374,possible,1.998504,2025-02-05 10:36:01
10,4,1,-1,-1,50,5,10,3,45,100,0.130400,190,190.130400,376,possible,1.977590,2025-02-05 10:36:01
11,4,2,-1,-1,50,5,10,3,45,100,0.098000,185,185.098000,358,possible,1.934111,2025-02-05 10:36:01
12,4,3,-1,-1,50,5,10,3,45,100,0.496100,190,190.496100,374,possible,1.963295,2025-02-05 10:36:01
13,5,1,-1,-1,100,5,10,3,15,100,0.170900,291,291.170900,742,possible,2.548332,2025-02-05 10:36:01
14,5,2,-1,-1,100,5,10,3,15,100,0.172500,299,299.172500,752,possible,2.513600,2025-02-05 10:36:01
15,5,3,-1,-1,100,5,10,3,15,100,0.175600,319,319.175600,764,possible,2.393667,2025-02-05 10:36:01
16,6,1,-1,-1,100,5,10,3,25,100,0.200500,319,319.200500,742,possible,2.324558,2025-02-05 10:36:01
17,6,2,-1,-1,100,5,10,3,25,100,0.317700,327,327.317700,752,possible,2.297462,2025-02-05 10:36:01
18,6,3,-1,-1,100,5,10,3,25,100,0.198700,322,322.198700,764,possible,2.371208,2025-02-05 10:36:01
19,7,1,-1,-1,100,5,10,3,35,100,0.196200,337,337.196200,742,possible,2.200499,2025-02-05 10:36:01
20,7,2,-1,-1,100,5,10,3,35,100,1.095700,345,346.095700,752,possible,2.172809,2025-02-05 10:36:01
21,7,3,-1,-1,100,5,10,3,35,100,0.139200,371,371.139200,764,possible,2.058527,2025-02-05 10:36:01
22,8,1,-1,-1,100,5,10,3,45,100,0.162600,360,360.162600,742,possible,2.060181,2025-02-05 10:36:01
23,8,2,-1,-1,100,5,10,3,45,100,0.148100,369,369.148100,752,possible,2.037123,2025-02-05 10:36:01
24,8,3,-1,-1,100,5,10,3,45,100,0.140600,378,378.140600,764,possible,2.020413,2025-02-05 10:36:01
25,9,1,-1,-1,150,5,10,3,15,100,0.179800,426,426.179800,1124,possible,2.637385,2025-02-05 10:36:01
26,9,2,-1,-1,150,5,10,3,15,100,0.193900,446,446.193900,1128,possible,2.528049,2025-02-05 10:36:01
27,9,3,-1,-1,150,5,10,3,15,100,0.182500,427,427.182500,1139,possible,2.666308,2025-02-05 10:36:01
28,10,1,-1,-1,150,5,10,3,25,100,0.206100,482,482.206100,1124,possible,2.330954,2025-02-05 10:36:01
29,10,2,-1,-1,150,5,10,3,25,100,0.197500,492,492.197500,1128,possible,2.291763,2025-02-05 10:36:01
30,10,3,-1,-1,150,5,10,3,25,100,0.239300,481,481.239300,1139,possible,2.366806,2025-02-05 10:36:01
31,11,1,-1,-1,150,5,10,3,35,100,0.192400,528,528.192400,1124,possible,2.128012,2025-02-05 10:36:01
32,11,2,-1,-1,150,5,10,3,35,100,0.192000,502,502.192000,1128,possible,2.246153,2025-02-05 10:36:01
33,11,3,-1,-1,150,5,10,3,35,100,0.170800,531,531.170800,1139,possible,2.144320,2025-02-05 10:36:01
34,12,1,-1,-1,150,5,10,3,45,100,0.217100,580,580.217100,1124,possible,1.937206,2025-02-05 10:36:01
35,12,2,-1,-1,150,5,10,3,45,100,0.193600,580,580.193600,1128,possible,1.944179,2025-02-05 10:36:01
36,12,3,-1,-1,150,5,10,3,45,100,0.191800,577,577.191800,1139,possible,1.973348,2025-02-05 10:36:01
37,13,1,-1,-1,200,5,10,3,15,100,0.202200,585,585.202200,1511,possible,2.582014,2025-02-05 10:36:01
38,13,2,-1,-1,200,5,10,3,15,100,0.193100,593,593.193100,1507,possible,2.540488,2025-02-05 10:36:01
39,13,3,-1,-1,200,5,10,3,15,100,0.212800,599,599.212800,1498,possible,2.499947,2025-02-05 10:36:01
40,14,1,-1,-1,200,5,10,3,25,100,0.162400,642,642.162400,1511,possible,2.352987,2025-02-05 10:36:01
41,14,2,-1,-1,200,5,10,3,25,100,0.175900,641,641.175900,1507,possible,2.350369,2025-02-05 10:36:01
42,14,3,-1,-1,200,5,10,3,25,100,0.270500,635,635.270500,1498,possible,2.358051,2025-02-05 10:36:01
43,15,1,-1,-1,200,5,10,3,35,100,0.167200,700,700.167200,1511,possible,2.158056,2025-02-05 10:36:01
44,15,2,-1,-1,200,5,10,3,35,100,0.174700,744,744.174700,1507,possible,2.025062,2025-02-05 10:36:01
45,15,3,-1,-1,200,5,10,3,35,100,0.179900,685,685.179900,1498,possible,2.186287,2025-02-05 10:36:01
46,16,1,-1,-1,200,5,10,3,45,100,0.198600,769,769.198600,1511,possible,1.964382,2025-02-05 10:36:01
47,16,2,-1,-1,200,5,10,3,45,100,0.203000,766,766.203000,1507,possible,1.966842,2025-02-05 10:36:01
48,16,3,-1,-1,200,5,10,3,45,100,0.210100,789,789.210100,1498,possible,1.898100,2025-02-05 10:36:01
1,1,1,-1,-1,50,5,10,3,15,100,3.494000,153,156.494000,376,possible,2.402648,2025-02-05 10:38:09
2,1,2,-1,-1,50,5,10,3,15,100,0.173600,148,148.173600,358,possible,2.416085,2025-02-05 10:38:09
3,1,3,-1,-1,50,5,10,3,15,100,0.234500,156,156.234500,374,possible,2.393837,2025-02-05 10:38:09
4,2,1,-1,-1,50,5,10,3,25,100,0.207900,167,167.207900,376,possible,2.248698,2025-02-05 10:38:09
5,2,2,-1,-1,50,5,10,3,25,100,0.158400,150,150.158400,358,possible,2.384149,2025-02-05 10:38:09
6,2,3,-1,-1,50,5,10,3,25,100,0.145000,157,157.145000,374,possible,2.379968,2025-02-05 10:38:09
7,3,1,-1,-1,50,5,10,3,35,100,0.095300,164,164.095300,376,possible,2.291351,2025-02-05 10:38:09
8,3,2,-1,-1,50,5,10,3,35,100,0.132800,161,161.132800,358,possible,2.221770,2025-02-05 10:38:09
9,3,3,-1,-1,50,5,10,3,35,100,0.082400,182,182.082400,374,possible,2.054015,2025-02-05 10:38:09
10,4,1,-1,-1,50,5,10,3,45,100,0.090500,197,197.090500,376,possible,1.907753,2025-02-05 10:38:09
11,4,2,-1,-1,50,5,10,3,45,100,0.088100,180,180.088100,358,possible,1.987916,2025-02-05 10:38:09
12,4,3,-1,-1,50,5,10,3,45,100,0.144500,175,175.144500,374,possible,2.135380,2025-02-05 10:38:09
13,5,1,-1,-1,100,5,10,3,15,100,0.234400,289,289.234400,742,possible,2.565393,2025-02-05 10:38:09
14,5,2,-1,-1,100,5,10,3,15,100,0.143700,294,294.143700,752,possible,2.556574,2025-02-05 10:38:10
15,5,3,-1,-1,100,5,10,3,15,100,0.163700,289,289.163700,764,possible,2.642102,2025-02-05 10:38:10
16,6,1,-1,-1,100,5,10,3,25,100,0.326700,312,312.326700,742,possible,2.375717,2025-02-05 10:38:10
17,6,2,-1,-1,100,5,10,3,25,100,0.301000,304,304.301000,752,possible,2.471237,2025-02-05 10:38:10
18,6,3,-1,-1,100,5,10,3,25,100,0.244900,327,327.244900,764,possible,2.334643,2025-02-05 10:38:10
19,7,1,-1,-1,100,5,10,3,35,100,0.163600,344,344.163600,742,possible,2.155951,2025-02-05 10:38:10
20,7,2,-1,-1,100,5,10,3,35,100,0.173700,359,359.173700,752,possible,2.093694,2025-02-05 10:38:10
21,7,3,-1,-1,100,5,10,3,35,100,0.150400,345,345.150400,764,possible,2.213528,2025-02-05 10:38:10
22,8,1,-1,-1,100,5,10,3,45,100,0.134200,347,347.134200,742,possible,2.137502,2025-02-05 10:38:10
23,8,2,-1,-1,100,5,10,3,45,100,0.133100,368,368.133100,752,possible,2.042739,2025-02-05 10:38:10
24,8,3,-1,-1,100,5,10,3,45,100,0.193300,370,370.193300,764,possible,2.063787,2025-02-05 10:38:10
25,9,1,-1,-1,150,5,10,3,15,100,0.206800,432,432.206800,1124,possible,2.600607,2025-02-05 10:38:10
26,9,2,-1,-1,150,5,10,3,15,100,0.149800,418,418.149800,1128,possible,2.697598,2025-02-05 10:38:10
27,9,3,-1,-1,150,5,10,3,15,100,0.224400,447,447.224400,1139,possible,2.546820,2025-02-05 10:38:10
28,10,1,-1,-1,150,5,10,3,25,100,0.177700,462,462.177700,1124,possible,2.431965,2025-02-05 10:38:10
29,10,2,-1,-1,150,5,10,3,25,100,0.187600,479,479.187600,1128,possible,2.353984,2025-02-05 10:38:10
30,10,3,-1,-1,150,5,10,3,25,100,0.242700,478,478.242700,1139,possible,2.381636,2025-02-05 10:38:10
31,11,1,-1,-1,150,5,10,3,35,100,0.187000,510,510.187000,1124,possible,2.203114,2025-02-05 10:38:10
32,11,2,-1,-1,150,5,10,3,35,100,0.266300,528,528.266300,1128,possible,2.135287,2025-02-05 10:38:10
33,11,3,-1,-1,150,5,10,3,35,100,0.178600,515,515.178600,1139,possible,2.210884,2025-02-05 10:38:10
34,12,1,-1,-1,150,5,10,3,45,100,0.222200,530,530.222200,1124,possible,2.119866,2025-02-05 10:38:10
35,12,2,-1,-1,150,5,10,3,45,100,0.318800,534,534.318800,1128,possible,2.111099,2025-02-05 10:38:10
36,12,3,-1,-1,150,5,10,3,45,100,0.245000,555,555.245000,1139,possible,2.051347,2025-02-05 10:38:10
37,13,1,-1,-1,200,5,10,3,15,100,0.271000,575,575.271000,1511,possible,2.626588,2025-02-05 10:38:10
38,13,2,-1,-1,200,5,10,3,15,100,0.182000,582,582.182000,1507,possible,2.588538,2025-02-05 10:38:10
39,13,3,-1,-1,200,5,10,3,15,100,0.262200,596,596.262200,1498,possible,2.512318,2025-02-05 10:38:10
40,14,1,-1,-1,200,5,10,3,25,100,0.223200,653,653.223200,1511,possible,2.313145,2025-02-05 10:38:10
41,14,2,-1,-1,200,5,10,3,25,100,0.223200,645,645.223200,1507,possible,2.335626,2025-02-05 10:38:10
42,14,3,-1,-1,200,5,10,3,25,100,0.341100,626,626.341100,1498,possible,2.391668,2025-02-05 10:38:10
43,15,1,-1,-1,200,5,10,3,35,100,0.503400,685,685.503400,1511,possible,2.204220,2025-02-05 10:38:10
44,15,2,-1,-1,200,5,10,3,35,100,0.339700,683,683.339700,1507,possible,2.205345,2025-02-05 10:38:10
45,15,3,-1,-1,200,5,10,3,35,100,0.231900,727,727.231900,1498,possible,2.059866,2025-02-05 10:38:10
46,16,1,-1,-1,200,5,10,3,45,100,0.385700,702,702.385700,1511,possible,2.151240,2025-02-05 10:38:10
47,16,2,-1,-1,200,5,10,3,45,100,0.382800,765,765.382800,1507,possible,1.968949,2025-02-05 10:38:10
48,16,3,-1,-1,200,5,10,3,45,100,0.282200,745,745.282200,1498,possible,2.009977,2025-02-05 10:38:10
1,1,1,-1,-1,50,5,10,3,15,100,3.134800,145,148.134800,376,possible,2.538229,2025-02-05 10:39:32
2,1,2,-1,-1,50,5,10,3,15,100,0.176400,139,139.176400,358,possible,2.572275,2025-02-05 10:39:32
3,1,3,-1,-1,50,5,10,3,15,100,0.123000,142,142.123000,374,possible,2.631523,2025-02-05 10:39:32
4,2,1,-1,-1,50,5,10,3,25,100,0.162300,161,161.162300,376,possible,2.333052,2025-02-05 10:39:32
5,2,2,-1,-1,50,5,10,3,25,100,0.101400,160,160.101400,358,possible,2.236083,2025-02-05 10:39:32
6,2,3,-1,-1,50,5,10,3,25,100,0.087500,159,159.087500,374,possible,2.350908,2025-02-05 10:39:32
7,3,1,-1,-1,50,5,10,3,35,100,0.108200,173,173.108200,376,possible,2.172052,2025-02-05 10:39:32
8,3,2,-1,-1,50,5,10,3,35,100,0.128200,175,175.128200,358,possible,2.044217,2025-02-05 10:39:32
9,3,3,-1,-1,50,5,10,3,35,100,0.059100,193,193.059100,374,possible,1.937231,2025-02-05 10:39:32
10,4,1,-1,-1,50,5,10,3,45,100,0.103000,184,184.103000,376,possible,2.042335,2025-02-05 10:39:32
11,4,2,-1,-1,50,5,10,3,45,100,0.067500,184,184.067500,358,possible,1.944939,2025-02-05 10:39:32
12,4,3,-1,-1,50,5,10,3,45,100,0.063500,194,194.063500,374,possible,1.927204,2025-02-05 10:39:32
13,5,1,-1,-1,100,5,10,3,15,100,0.108400,286,286.108400,742,possible,2.593423,2025-02-05 10:39:32
14,5,2,-1,-1,100,5,10,3,15,100,0.111700,290,290.111700,752,possible,2.592105,2025-02-05 10:39:32
15,5,3,-1,-1,100,5,10,3,15,100,0.114100,325,325.114100,764,possible,2.349944,2025-02-05 10:39:32
16,6,1,-1,-1,100,5,10,3,25,100,0.202700,318,318.202700,742,possible,2.331847,2025-02-05 10:39:32
17,6,2,-1,-1,100,5,10,3,25,100,0.206100,330,330.206100,752,possible,2.277366,2025-02-05 10:39:32
18,6,3,-1,-1,100,5,10,3,25,100,0.209700,319,319.209700,764,possible,2.393411,2025-02-05 10:39:32
19,7,1,-1,-1,100,5,10,3,35,100,0.127100,334,334.127100,742,possible,2.220712,2025-02-05 10:39:32
20,7,2,-1,-1,100,5,10,3,35,100,0.089400,340,340.089400,752,possible,2.211183,2025-02-05 10:39:32
21,7,3,-1,-1,100,5,10,3,35,100,3.154700,379,382.154700,764,possible,1.999190,2025-02-05 10:39:32
22,8,1,-1,-1,100,5,10,3,45,100,0.148700,366,366.148700,742,possible,2.026499,2025-02-05 10:39:32
23,8,2,-1,-1,100,5,10,3,45,100,0.137500,365,365.137500,752,possible,2.059498,2025-02-05 10:39:32
24,8,3,-1,-1,100,5,10,3,45,100,0.099700,368,368.099700,764,possible,2.075525,2025-02-05 10:39:32
25,9,1,-1,-1,150,5,10,3,15,100,0.186000,429,429.186000,1124,possible,2.618911,2025-02-05 10:39:33
26,9,2,-1,-1,150,5,10,3,15,100,0.174800,440,440.174800,1128,possible,2.562618,2025-02-05 10:39:33
27,9,3,-1,-1,150,5,10,3,15,100,0.197800,430,430.197800,1139,possible,2.647619,2025-02-05 10:39:33
28,10,1,-1,-1,150,5,10,3,25,100,0.175200,476,476.175200,1124,possible,2.360476,2025-02-05 10:39:33
29,10,2,-1,-1,150,5,10,3,25,100,0.119700,496,496.119700,1128,possible,2.273645,2025-02-05 10:39:33
30,10,3,-1,-1,150,5,10,3,25,100,0.124900,482,482.124900,1139,possible,2.362458,2025-02-05 10:39:33
31,11,1,-1,-1,150,5,10,3,35,100,0.129000,535,535.129000,1124,possible,2.100428,2025-02-05 10:39:33
32,11,2,-1,-1,150,5,10,3,35,100,0.121600,505,505.121600,1128,possible,2.233126,2025-02-05 10:39:33
33,11,3,-1,-1,150,5,10,3,35,100,0.147700,528,528.147700,1139,possible,2.156594,2025-02-05 10:39:33
34,12,1,-1,-1,150,5,10,3,45,100,0.143900,571,571.143900,1124,possible,1.967980,2025-02-05 10:39:33
35,12,2,-1,-1,150,5,10,3,45,100,0.132700,571,571.132700,1128,possible,1.975023,2025-02-05 10:39:33
36,12,3,-1,-1,150,5,10,3,45,100,0.130400,575,575.130400,1139,possible,1.980420,2025-02-05 10:39:33
37,13,1,-1,-1,200,5,10,3,15,100,0.135600,591,591.135600,1511,possible,2.556097,2025-02-05 10:39:33
38,13,2,-1,-1,200,5,10,3,15,100,0.198600,604,604.198600,1507,possible,2.494213,2025-02-05 10:39:33
39,13,3,-1,-1,200,5,10,3,15,100,0.202200,599,599.202200,1498,possible,2.499991,2025-02-05 10:39:33
40,14,1,-1,-1,200,5,10,3,25,100,0.246900,666,666.246900,1511,possible,2.267928,2025-02-05 10:39:33
